x,y
"term optic , PRODUCT PRODUCT PRODUCT boast 48mp+5mp ai - enable dual camera setup . pixel size QUANTITY QUANTITY aperture f/1.8 . thank size sensor , PRODUCT PRODUCT promise good low light performance . smartphone sport single 13mp selfie camera dew drop notch . PRODUCT PRODUCT PRODUCT price MONEY MONEY ( MONEY MONEY ) 3gb/32 gb variant , QUANTITY QUANTITY ( MONEY MONEY ) 4gb/64 gb variant QUANTITY QUANTITY ( MONEY MONEY ) 6gb/64 gb variant . expect pricing GPE .",1
"refer transfer additional director general police ( intelligence ) superintendent police ( GPE GPE ) ORG , base complaint ORG , PERSON write : � strange surprising ORG ORG ORG ORG complaint , ORG ORG ORG promptly respond verify fact give opportunity officer complaint . "" PERSON say concerned officer � impeccable "" track record , ORG � s � prejudiced "" action affect morale officer entire police force . PERSON allege ORG � listen "" ORG , claim � closely "" associate ORG ORG ORG - lead ORG .",0
"WORK_OF_ART wrap infinity saga storyline tease future marvel cinematic universe basically , take CARDINAL movie possible , finally closure possibly big cinematic storyline big opening LANGUAGE film GPE : WORK_OF_ART WORK_OF_ART WORK_OF_ART big opening GPE ORG film LANGUAGE film industry � s history , beat DATE DATE s ORG ORG MONEY MONEY DATE DATE haul LOC LOC : WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART open MONEY MONEY MONEY DATE LOC LOC",2
", , basic PRODUCT PRODUCT model cost $ MONEY MONEY MONEY MONEY , CARDINAL retail price GPE . photo : ORG ORG major player manufacture phone GPE assemble low - cost old model ORG ORG GPE . GPE : software engineer PERSON PERSON ready big leap buy iphone DATE � s DATE DATE sale , TIME opt cheap NORP competitor ORG instead . PERSON , DATE , spend TIME phone watch show , surf shop , make perfect target ORG ORG strive raise sale GPE � s CARDINAL CARDINAL consumer . country average capita income MONEY MONEY year , cheap DATE � s new PRODUCT , PRODUCT ? MONEY ( $ MONEY ) , cost twice alternative . GPE GPE - base ORG ORG say iphone sale fall result . CARDINAL phone DATE , sale sink CARDINAL DATE , accord estimate , decline DATE . CARDINAL sale come cheap old model , lack progress GPE problem cite chief executive officer PERSON PERSON give disappointing holiday outlook DATE . premium segment , smartphone cost MONEY MONEY , ORG lag ORG GPE � s ORG DATE .",1
"DATE � s world , data company � s valuable asset , undoubtedly , responsibility company good steward information entrust customer . customer information key deliver personalized , relevant compelling experience , company honour customer choice transparent data collect � s . NORP context , technology DATE grow inherent boardroom discussion , security clear priority company look successful marketplace . thought ai ( machine learning , deep learning ) , blockchain , iot , ar - vr , 3d printing , automation robotics . , consortium technology create significant impact DATE . humanely possible analyse sense humongous datum generate device sensor . ai , ml dl , , play critical role derive actionable insight datum . foresee ai ml lead large productivity increase � ve see DATE . LAW implement way change company conduct business . , expect privacy law GPE define DATE DATE , turn impact prospect company DATE . 5 g live edge . 5 g device start make inroad market , entirely change data game term speed accessibility . 5g � s low - latency , high - bandwidth datum bring powerful visual experience bear ar , vr , gaming mobile app iot , drive increase demand content edge . adoption PRODUCT g drive need progressive software - define strategy . DATE , GPE � s digital growth graph fantastic . government GPE � s progressive digital scheme like ORG ORG , smart city , aadhaar , etc . , prove turning point entire economy . ORG ORG extensively work key government initiative . majority large bank ( like ORG ) use technology . accord � WORK_OF_ART WORK_OF_ART � ORG ORG report , PERCENT PERCENT business leader feel ineffective cybersecurity measure place DATE . , PERCENT PERCENT PERCENT feel effective cybersecurity defence place DATE DATE . , implementation long way . emerge technology like ai transform business . adoption technology increase , enable digitally conduct life learn - - moment . contrary common perception , ORG ORG believe won � t result reduce number job , instead , create new skill set need human technology work alongside seamlessly . , - skilling workforce important . example , ORG ORG research realize 2030 , PERCENT PERCENT NORP leader believe job satisfaction offload task don � t want intelligent machine . thought ai ( machine learning , deep learning ) , blockchain , iot , ar - vr , 3d printing , automation robotics . technology hold promise time come . ORG , � think ahead DATE fact . area blockchain example , enter partnership ORG , world � s lead financial group , offer new blockchain - base online payment network enable - generation payment transaction scale responsiveness . hyper - scale payment network , power innovative newly - develop blockchain architecture , design capable process CARDINAL transaction second latency TIME transaction . underlie blockchain architecture expect extensible CARDINAL CARDINAL transaction second . ORG ORG intend leverage technology , build deploy PRODUCT PRODUCT PRODUCT , offer new payment network expect available GPE DATE DATE . typically direct relationship end user privacy LAW intend protect . approach security differ typical cloud provider . example , � primary "" � backup "" datacentre lock traditional way . instead , deploy standardized server , monitor remotely network operations command center ( nocc ) , embed security control deployment operation . anticipate huge growth internet - base application government - drive citizen service ORG aim connect QUANTITY QUANTITY QUANTITY panchayat DATE DATE . , multi - fold growth cyberattack GPE , secure readily available digital asset pertinent . ORG discussion ORG ORG stakeholder state government � online citizen service initiative secure government site accelerate workload . accord ponemon report , DATE , cyberattack cause costly application downtime , loss customer involvement security result average cost MONEY MONEY MONEY , MONEY MONEY MONEY MONEY MONEY MONEY DATE , respectively . rapid advancement ai ml key equalise factor . order identify mitigate threat , artificial intelligence machine learning help detect user human . behavioural biometric , study hold device tap learn human . leverage ai ml increase capability capacity workforce mandatory .",1
"phase CARDINAL phase CARDINAL EVENT EVENT EVENT , actor include PERSON , PERSON PERSON , PERSON PERSON spot polling booth share photo ink finger social medium motivate fan cast vote",2
"PERSON : mobile gaming revolution world isn � t new . � ve see breeding ground gamer gaming friction . eventually , advantage smartphone gaming platform level . � embrace gaming platform � mobile , tablet , console , work ... ultimately , pc gaming platform good . PERSON : GPE , headline gaming define pc segment . overall growth gaming segment significantly high overall pc market . DATE play game online . young generation start smartphone , migrate pc . PERSON : profile gamer change time . DATE DATE start category , predominantly male , young demographic . � develop kind demographic , product certain way , like heavy . DATE , � s geographic expansion , take NORP NORP . gender demographic vary , PERCENT PERCENT user female .",1
"DATE , PERSON PERSON government unveil ' namami gange ' , DATE DATE LOC rejuvenation plan . ORG find � s far LOC heartland QUANTITY QUANTITY QUANTITY - long LOC world � s famous river , pollution overuse impact size flow . crystal clear water upper reach hide grim reality shrink glacier , devotee GPE blissfully ignore pollution , busy GPE port downstream cover diminish flow . DATE , PERSON PERSON government unveil ' namami gange ' , DATE DATE LOC rejuvenation plan . ORG find � s far LOC heartland . voter bank LOC , begin journey GPE , feel union government � s aim rejuvenate river distant goal , political credibility prime minister PERSON PERSON high � faith � promise work river continue .",0
"DATE , PERSON release video instagram say family need time � heal � clip accompany lengthy caption break speculation shut rumour � want hi , thing say get control ! wow ! � s rumor , death threat family team , thing crazy thing say",2
"TIME et , ORG e - mini PERCENT PERCENT . s&p 500 e - mini PERCENT PERCENT nasdaq CARDINAL e - mini PERCENT PERCENT GPE GPE : equity decline DATE cautious investor await ORG ORG policy decision news - china trade talk . DATE DATE ORG yield slip . s&p 500 index move session low , weigh financial health - care sector . energy share buck trend , outpace benchmark unexpected drop crude inventory push oil price $ MONEY barrel . DATE DATE ORG yield remain ORG � s policy target range amid expectation dovish tone central bank . apart hold rate increase , market watch word plan end ORG � s current bond - portfolio run - .",3
"PERSON , run ORG ORG ORG ORG ORG , work CARDINAL school GPE , provide enterprise resource planning ( erp ) web solution . DATE DATE , develop app call ORG ORG , offer simple way identify people visit school . identify parent , create digital identity card qr code . parent visit ward � s school , qr code scan gate . time , � exit code "" generate system send parent � s phone sms . code enter system parent leave school , confirm exit . stranger visit , app allow school security confirm identity store photo identity card , phone number photo . exit code send stranger � s phone . app free ORG � s exist partner .",1
"accord ORG , ORG company launch CARDINAL product DATE smartphone lineup . GPE , launch PRODUCT PRODUCT PRODUCT PRODUCT DATE . product support CARDINAL CARDINAL colour , alexa google assistant - enable claim DATE DATE DATE lifespan . price bulb expect reveal open crowdfunding DATE DATE .",1
"� s event gamer e - sport enthusiast don � t want miss , � s EVENT , world � s large digital gaming festival . DATE DATE , gaming extravaganza come GPE , mark entry LOC time . found GPE DATE � bring computer "" ( byoc ) local area network ( lan ) party , EVENT previously stage place GPE , GPE , GPE GPE . festival bring gamer digital native DATE DATE weekend fill competition � TIME TIME TIME - - day lan party , e - sport gaming tournament byoc competition .",1
"apart WORK_OF_ART , PERSON PERSON PERSON , PERSON PERSON , PERSON PERSON play important role film",2
"report confirm tof depth sensor PRODUCT PRODUCT PRODUCT basic main wide camera , ultra - wide , tele configuration . report add PRODUCT PRODUCT PRODUCT shutter lag TIME TIME , well auto hdr mode past ORG device , natural look compressed mid - tone . specification , new ORG smartphone expect come ORG snapdragon 855 chipset pair 5g - enable PRODUCT modem . smartphone expect QUANTITY QUANTITY ram QUANTITY QUANTITY internal storage base variant . smartphone carry forward - display fingerprint sensor ORG 6t.",1
talk scene battle write shoot reason,2
"see season premiere ORDINAL final installment air DATE ask miss play PERSON , PERSON say � opportunity stand load grown man shame �",2
developer want attend conference apply ORG � s website DATE DATE . ticket cost $ MONEY,1
"separate letter panel , ORG say put dollar effort combat terrorism "" complex request "" . "" suspend CARDINAL CARDINAL account violation relate promotion terrorism DATE DATE DATE DATE DATE DATE DATE DATE DATE , "" add PERSON PERSON PERSON , ORG director public policy philanthropy .",1
"PERSON note PERSON grow study GPE , highlight link city , say party utilise talent maximum way . story publish wire agency feed modification text . headline change .",0
"court hear pil file NORP , PERSON PERSON , contend exist provision mandate NORP voter physically present constituency exercise vote discriminatory violative fundamental right . submit CARDINAL vote register NORP allow vote overseas .",0
"DATE , prime minister PERSON PERSON give slogan ' garibi hatao ' , PERSON say , add CARDINAL CARDINAL 48 year party power , leave legacy poverty . "" ( PERSON PERSON ) announcement admission fact PERSON son certainly ORG ORG control descendant , able remove poverty , "" PERSON say . story publish wire agency feed modification text . headline change .",0
"parent find app work , use , stress � wrong "" teach child money , say PERSON PERSON , author � WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART ) . "" worry automate finance mean sacrifice chance important conversation spending saving . � � m real believer cash , "" say . parent pay particularly close attention fully familiar smart card , say PERSON PERSON , , mother , raise nephew , PERSON PERSON , DATE , PERSON PERSON , DATE , GPE , GPE . PERSON PERSON say worry PERSON � s have cash outing place like ORG ORG ORG , local amusement park . sign ORG card . initial snag , say . , PERSON card sign subscription item , like audiobook app , offer free trial begin charge fee . help cancel service , ultimately new card issue start . current � s website say gap spending restriction , particularly card site like ORG , ORG ORG . case , block purchase payment system site use . ( email , ORG say recommend cancel recur subscription directly merchant . )",1
"pen DATE finally able release woman find inspiring , � PERSON early say statement � idea society underline gender norm restrict work want achieve",2
"PERSON PERSON write WORK_OF_ART WORK_OF_ART , win rate clean candidate PERCENT PERCENT . rate jump PERCENT PERCENT candidate criminal charge , criminal charge PERCENT PERCENT . people choose obvious . PERSON write : � key factor motivate party select candidate criminal record come cold , hard cash � party likely prioritise self - finance candidate represent drain finite party coffer . "" CARDINAL affidavit candidate ORG analyse , CARDINAL , PERCENT PERCENT PERCENT , declare asset MONEY MONEY MONEY . figure hide reveal . , , ORG ORG stand rest . average asset ORG candidate fight phase poll MONEY MONEY MONEY . ORG , average MONEY MONEY MONEY . tell contest election GPE costly affair .",0
"ORG chairman say DATE recent comment president PERSON PERSON need ahead mobile communication competition seek block technology "" clear correct "" . story publish wire agency feed modification text . headline change .",1
"GPE likely witness election campaign vicious , acerbic represent deep division clearly visible society formal announcement ORG ORG ORG ORG , countdown national election truly begin . increasingly clear come election keenly contest , witness high - decibel campaign shrill term rhetoric , attack counterattack . see trend DATE . , way EVENT EVENT similar poll past , perspective different ? DATE DATE ORG ORG election , intense competition different political party . ORG ORG ORG ( ORG ) able capitalize ORG ORG victory cash goodwill DATE . come close complete term , visible anti - incumbency step , defeat NORP heartland state DATE DATE appear see political journey reach "" circle "" . GPE attack subsequent development add new dimension ensue electoral contest . context , issue merit attention .",0
"new apple watch claim able tell difference trip fall � occur , suggest call 911 . photo : ORDINAL incarnation , PRODUCT PRODUCT add feature allow high - quality heart reading detect fall , regular smartwatch stuff apple watchappleapple watch ekgapple watch fall detectorapple watch priceapple watch cardiac arrhythmiaapple watch price GPE ORG try turn smartwatch niche gadget lifeline well health slowly evolve medical device . ORDINAL incarnation , call PRODUCT PRODUCT DATE DATE , PRODUCT PRODUCT add feature allow high - quality heart reading detect fall . � s ORG � s long - - - making strategy people distinct reason buy wrist gadget largely thing smartphone . PRODUCT PRODUCT launch DATE DATE , people haven � t figure need buy . ORG doesn � t release sale figure , estimate twoanalyst suggest company ship CARDINAL CARDINAL CARDINAL gadget DATE . ORG sell time iphones � 216 million � DATE . ORG ship CARDINAL CARDINAL DATE DATE , accord ORG ORG , compare CARDINAL CARDINAL PRODUCT .",1
"ORG ORG ORG ORG provider professional technical consulting service , offer technology service end - - end technology solution support . market analyst say price band offer overall trend market play key role success ORG . , scrip ORG ORG gain PERCENT PERCENT issue price getting list DATE DATE .",3
"far DATE , rupee decline PERCENT PERCENT , foreign investor buy MONEY MONEY MONEY equity sell MONEY MONEY MONEY debt market . asian currency trade lower . NORP NORP won PERCENT PERCENT , NORP ringgit PERCENT PERCENT , NORP baht PERCENT PERCENT , GPE offshore PERCENT PERCENT , GPE dollar PERCENT PERCENT , NORP rupiah PERCENT PERCENT , GPE renminbi PERCENT PERCENT .",3
"GPE GPE : ORG ORG ORG unveil new detail DATE disney+ , family - friendly digital video subscription set debut DATE DATE compete ORG ORG ad - free service include movie tv series ORG feature programming ORG superhero universe , "" star wars "" galaxy , "" toy story "" creator ORG animation ORG ORG channel . service debut DATE DATE , programming available ORG library include :",1
"leader expert tout benefit ai , equal number influential leader harp dark . thought . think western civilization deal myth PERSON � s monster deep - root civilization , society mind . knowledge good thing , learn control . say , think view ( concern ai sentient overpower human ) rough edge existential threat . don � t fear rise super intelligence . think build system , learn guide control . lack basic ai properly deploy lose opportunity . GPE , build machine learning system figure student course work drop school , use inference intervene guide student curriculum certain student selectively pay attention drop ? actual prototype work GPE right .",1
"ORG president say PERSON support ORG implement LAW LAW LAW . � chief minister help ( PERSON ) ORG . bring PERSON PERSON PERSON PERSON PERSON PERSON PERSON finish small business chief minister say good . remote control PERSON PERSON PERSON s hand . chief minister say chowkidaar chor hain ? "" question PERSON . GPE ORG ORG ORG poll DATE DATE phase . assembly election hold DATE , state general election hold GPE GPE .",0
"share ORG ORG strong stock market debut DATE . diagnostic chain list stock exchange close ? MONEY , PERCENT PERCENT issue price ? MONEY share . got list ? MONEY share . MONEY MONEY MONEY MONEY initial public offering ( ipo ) , price band ? MONEY - MONEY , subscribe CARDINAL time share sale , DATE DATE DATE DATE . offer sale company receive fund raise issue .",3
", GPE appear close deal roll tariff MONEY MONEY MONEY worth GPE - good news impend - china trade deal welcome stock market , NORP market follow LOC peer GPE : global market rise DATE amid grow optimism GPE reach trade deal DATE DATE . president PERSON PERSON NORP president PERSON PERSON seal formal trade deal DATE DATE , give progress talk country , ORG ORG ORG report DATE . nation impose tit - - tat tariff MONEY MONEY worth ' good , roil financial market , disrupt manufacturing supply chain shrink farm export . person brief negotiation tell ORG country appear close deal roll tariff MONEY MONEY MONEY worth NORP good .",3
"iarc rating assign online game app . example , PRODUCT PRODUCT rate CARDINAL CARDINAL strong violence , user interaction - app purchase . parent use parental control setting app store restrict child download certain game .",1
"rise yen mixed NORP economic datum nudge nikkei PERCENT PERCENT . ORG broad index LOC LOC LOC LOC outside GPE ease PERCENT PERCENT . wall street end DATE mixed raft earning report . dow fall PERCENT PERCENT , s&p 500 lose PERCENT PERCENT nasdaq add PERCENT PERCENT . home , key company announce DATE DATE earning DATE ORG ORG , ORG ORG , ORG ORG ORG ORG ORG ORG ORG ORG .",3
"ORG ORG ( ORG ) DATE meet representative social medium platform address grow concern use political party campaign poll , ensure model code conduct ( WORK_OF_ART ) violate . meeting , ORG highlight key issue requirement ethic code , dedicate grievance channel , pre - certification transparency expenditure political advertisement , notification mechanism violation electoral law .",0
"ORG variant collection , common usp - build massager , activate button locate bag � s shoulder strap . massager bag locate near shoulder blade low area . power power bank , place inside bag . usb slot design way user charge device operate massager , charge power bank take bag .",1
"WORK_OF_ART franchise , PERSON international icon , , fan world",2
"� data migration cover NORP user datum ORG e - commerce platform , mi community , mi cloud , miui ( xiaomi market , feed , mi video , advertising , mi messaging , push notification , etc ) mi tv , "" ORG say statement . migration user expect jump access speed , add . previously , data store aws server GPE .",1
"GPE : state - own insurance behemoth ORG require extensive datum solution operation digital process CARDINAL CARDINAL transaction CARDINAL claim day , say PERSON PERSON , cio ORG . speak EVENT EVENT conference GPE DATE , PERSON say insurance giant NORP company tap potential introduce datum warehouse GPE . consumer end , ORG allow policy - holder operate portfolio mobile phone laptop pay premium online .",1
"ORG order book robust , improvement executable order contract DATE slowdown power sector track . ( PERSON PERSON PERSON / ORG ) ORG share price rise PERCENT PERCENT DATE DATE DATE low ? MONEY trade CARDINAL level see DATE DATE valuation rerating ORG hinge order flow revenue traction , DATE away",3
"previously , archive chat automatically move main conversation list . receive sub - menu option access tap tri - colon button right corner select "" archive chat "" . archive chat unarchived automatically receive new message sender . "" vacation mode "" actually name "" ignore archive chat "" ORG . ORG , website dedicate late ORG feature , give look functionality . accord tracker , "" ignore archive chat "" button find settings->notification . instant messaging platform ORG introduce new feature beta version allow user break bustle ORG group conversation .",1
"� like budget early , bring national budget budget farmer . know government DATE farmer include minimum support price , loan waiver DATE DATE . start work farmer GPE GPE , GPE GPE . want food processing unit set district farmer fair price , employment right farm , "" say . GPE GPE CARDINAL ORG ORG constituency GPE GPE go poll ORDINAL phase polling DATE . go poll CARDINAL phase . CARDINAL constituency , go poll phase DATE DATE . corner ORG expenditure advertisement , PERSON say � truth drown "" campaign . say government talk youth , farmer , woman security instead talk GPE .",0
"GPE build navigational system call PRODUCT PRODUCT PRODUCT PRODUCT PRODUCT ( irnss ) , operational PRODUCT . DATE DATE , total CARDINAL bds satellite operate orbit ORG . include CARDINAL bds-2 satellite CARDINAL bds-3 satellite . china plan launch CARDINAL bds-3 satellite bds-2 satellite DATE DATE form complete global network , enhance global service performance , PERSON say . CARDINAL company organisation business relate bds , employ CARDINAL people , state - run ORG news agency report .",1
ORG sub - brand ORG ceo PERSON PERSON DATE confirm work new device run ORG flagship chipset PRODUCT PRODUCT PRODUCT PRODUCT expect sport QUANTITY QUANTITY QUANTITY screen come QUANTITY QUANTITY ram QUANTITY QUANTITY build - storage,1
"separate order , bar PERSON PERSON hold public meeting , procession , rally , road show",0
"come religion , clear divide NORP NORP NORP NORP youth , overwhelming majority urban NORP youth favour ORG overwhelming majority NORP NORP NORP youth favour ORG ORG ORG party . data suggest ORG - lean voter politically active compare . millennial post - millennial , PERCENT PERCENT report having take kind online offline political mobilization support ORG . old generation , proportion bit high PERCENT PERCENT . overall , political preference activism GPE � s urban netizen influence social group income class belong age - cohort belong . online crowd urban GPE , young lot ( ) polarized old lot . - datum journalism series political preference GPE � s digital native .",0
"faith able favourite thing � dance! � PERSON PERSON share video dance choreographer PERSON PERSON � ll dance � m happy , � ll dance � m wait , end dance � m hungry",2
"mark end PERSON PERSON PERSON s stint ORG films?the actor say , � don � t know � report round , PERSON PERSON reprise superhero role original series trace backstory PERSON � , , assert CARDINAL strong character ORG universe , have original serie won � t surprising",2
"ORG , people able buy directly ORG , direct retailer � s website . � s unlikely ORG release detail financial specific DATE , PERSON say see big business model opportunity advertising . ORG try time build e - commerce business , varied success . ORG , transition happen naturally , people tend follow brand influencer lifestyle inspiration fashion design food travel . large following instagram able launch product , merchandise famous pet makeup line - know beauty artist .",1
"GPE head fully - digital national election . ORG ORG task police ? DATE DATE , ORG ORG ORG wing commander PERSON PERSON make way border release GPE , PERSON PERSON PERSON , ORG mla GPE , share poster facebook . image , jet leave tiranga - color trail smoke wake douse saffron , feature PERSON alongside smile face prime minister PERSON PERSON , ORG president PERSON PERSON � subordinate position � PERSON . DATE PERSON spend GPE punctuate series video custody , rapidly go viral , sear composed bravery � handlebar moustache � mind CARDINAL NORP . PERSON � s poster , herald PERSON � s quick release strategic victory PERSON hail pilot � s return , similar post politician scramble latch pilot � s likeness earn quick electoral capital party . DATE DATE DATE , LAW LAW LAW ( LAW ) come effect ahead DATE ORG ORG election , ORG ORG ORG announce intent enforce internet platform time . LAW set guideline regulate election GPE , caution armed force campaigning . PERSON � s poster target new regime take . ORG apply internet platform DATE , attempt enforce far . ORG announce series new measure , fall broad category . encompass measure design increase transparency campaigning , verification identity location political advertiser , disclosure candidate � social medium account expenditure . ORDINAL category include norm aim curb misinformation hate speech candidate : pre - certification political ad ORG � s media certification monitoring committee creation dedicate grievance redressal channel ORG flag takedown problematic content quickly . GPE � s online world murky whatsapp group ORG page , buy TIME , throw set unique challenge . regulate realm smoke mirror identity key actor motive tenuous well ? � [ election - relate ] information flow actually happen cell , - party contract . - party large extent pay prioritization feature platform , turn , engage influencer place call organic post , game algorithm [ online ] platform push subtle marketing messaging blend political canvassing , "" say PERSON PERSON , executive director ORG ORG ORG .",0
", balance good recall value original WORK_OF_ART WORK_OF_ART new perspective , adapt NORP legal system shoot scenes?the frisking scene impact certain extent dehumanising physically , emotionally mentally draining position subject dehumanising condition shoot hot frisking sequence demoralising character play impact personally?when begin film WORK_OF_ART WORK_OF_ART , DATE toll , shoot plan way DATE DATE episode , conscious decision switch , home , spend time family , watch movie friend",2
"photo PERSON PERSON : report , newlywed NORP nuptial DATE GPE , GPE",2
"� talk WORK_OF_ART WORK_OF_ART , PERSON say , � personally , fan series , super awesome WORK_OF_ART WORK_OF_ART ORG family say , � digital platform empowering work audience - favourite absolute delight ! character WORK_OF_ART WORK_OF_ART WORK_OF_ART , PERSON PERSON , complete departure role play , look forward fan world binge new season",2
"ORG � s group cfo PERSON PERSON early announce company plan debt - free DATE DATE DATE capital infusion MONEY MONEY MONEY promoter propose sale share institutional investor . DATE DATE DATE DATE , ORG � s net debt stand MONEY MONEY MONEY . DATE DATE , ORG promoter sell PERCENT PERCENT stake ORG ORG ORG ORG ORG ( ORG ) , rental arm company , ORG ORG , affiliate ORG ORG ORG , GPE , gross value MONEY MONEY MONEY .",3
"predict double - digit opening , add , � , ORG GPE , PERSON , PERSON , PERSON , PERSON PERSON depend feedback audience fall , won � t MONEY MONEY MONEY � read | WORK_OF_ART movie review release live updateshowever , ORG ORG ORG head honcho PERSON PERSON , WORK_OF_ART box office number � labour love �",2
PERSON PERSON PERSON PERSON ORG ORG ORG ORG � PERSON PERSON PERSON attach produce,2
"� come think , tethered ( # usmovie ) white walkers ( # gameofthrones ) bit common : 1",2
", PERSON PERSON collaborate filmmaker PERSON PERSON actor PERSON PERSON film title WORK_OF_ART",2
"state chief minister , influence voter . ORG � s PERSON PERSON , crossover ORG , ORG ORG ORG president chief minister PERSON PERSON . PERSON PERSON , ORG leader chief minister , face PERSON PERSON ORG GPE . GPE , PERSON PERSON ORG fight PERSON PERSON ORG , grand alliance candidate . ORG minister PERSON PERSON PERSON ORG pit ORG � s PERSON PERSON GPE .",0
"mean , price cut , PRODUCT PRODUCT PRODUCT base variant QUANTITY QUANTITY ram QUANTITY QUANTITY storage available ? MONEY , original price ? MONEY . QUANTITY QUANTITY ram QUANTITY QUANTITY storage model receive discount , retail ? MONEY . expect smartphone receive similar discount DATE sale . oneplus 7 PRODUCT PRODUCT PRODUCT launch GPE DATE PRODUCT PRODUCT PRODUCT price cut make sense prior launch successor .",1
"� ORG � s query fund house ascertain action mutual fund house good interest unit holder violation code conduct fund manager mutual fund regulation , "" say person . typically situation underlie asset realize , fund house option � hit book , roll scheme mark value security CARDINAL . PERSON PERSON , head fix income ORG ORG , say company � s action regulatory ambit . � ORG � s winding asset clause say liquidate asset , ensure realize fair value , . govern regulator regulation give regulation working mutual fund scheme exactly . instance , decide wind etf ( exchange trade fund ) come winding clause , "" PERSON tell ORG .",3
"union minister -- PERSON PERSON PERSON PERSON PERSON -- constituency go poll DATE . phase voting ongoing ORG ORG election see prime minister PERSON PERSON cast vote GPE , GPE DATE . CARDINAL parliamentary seat , CARDINAL currently ORG ORG . , ORG member multiple term incumbent rely PERSON vote like colleague part state country . ORG - janata dal ( ORG ) coalition try bring ORG , perform consistently parliamentary election , single digit ongoing poll help alliance increase national tally save PERSON lead government GPE . coalition accuse ORG ORG department act behest PERSON government target political opposition . accord election authority , cash , liquor gold value MONEY MONEY MONEY seize state phase polling .",0
"add delicious opportunity easily offload long - term government bond ORG ORG ORG ( ORG ) open market operation ( omos ) . central bank big buyer bond DATE DATE . � ORG large - scale omo operation push yield sharply . sharp fall yield give profit - take opportunity . , ORG buy , good opportunity sell , "" say PERSON PERSON , head fix income ORG ORG ORG ORG ORG selling government bond increase credit risk profile debt fund . credit , mutual fund reduce exposure commercial paper ( cps ) PERCENT PERCENT PERCENT PERCENT , clear reduce credit risk instrument epicentre liquidity crisis . recall question credit quality non - banking financial company ( nbfcs ) butcher stock DATE , lose PERCENT PERCENT market value . fact , take , exposure corporate bond cp hasn � t rise .",3
"pulse market pulse market , say PERSON PERSON PERSON , sr . vice president , ORG ORG ORG ORG � cut - edge technology like ai compromise cost � ei "" expression - - impression , � PERSON PERSON PERSON , sr . vice president , ORG ORG ORG ORG , tell PERSON PERSON interview ORG ORG ORG . edit excerpt : ORG cb shine recently cross CARDINAL CARDINAL mark GPE . attain kind popularity market - establish player like PRODUCT PRODUCT ORG ORG ? PRODUCT PRODUCT PRODUCT happen ORDINAL motorcycle launch ORG DATE DATE DATE , DATE . DATE gain popularity . ask � truly mass model ORG � s stable ? "" , PRODUCT PRODUCT . successful have good brand recognition tier ii tier iii town , � s 125cc bike . popularity PRODUCT PRODUCT grow day day . DATE PRODUCT series cross CARDINAL ( DATE sales) � happen 125cc motorcycle country .",1
"equity mixed start DATE pivotal global trade , lawmaker GPE continue negotiate contentious spending bill . dollar strengthen DATE DATE , DATE DATE DATE treasuries fall . s&p 500 little changed DATE start session higher . industrial , anchor railroad , big gainer , communication health - care share lead decline . stock come DATE DATE , investor await high - level - china trade talk . threat shutdown GPE focus , political tension flare ORG president . volume low average session , investor sit sideline wait potent market catalyst emerge .",3
"market pressure DATE lose DATE DATE DATE . consider loss DATE , cumulative large . ORG ORG lose CARDINAL point PERCENT PERCENT close CARDINAL point . nifty CARDINAL point PERCENT PERCENT CARDINAL point . broad market lose little bse100 , ORG ORG PERCENT PERCENT , PERCENT PERCENT PERCENT PERCENT . big pain continue mid small cap PERCENT PERCENT PERCENT PERCENT , respectively . bse midcap PERCENT PERCENT away make new DATE DATE DATE low ORG smallcap DATE DATE DATE low . problem small share level stop . fall non - stop level support stock . ORG ORG DATE DATE gain CARDINAL point PERCENT PERCENT close CARDINAL point . NORP rupee gain MONEY MONEY PERCENT PERCENT close CARDINAL .",3
"accord ORG , advanced search feature add � media � window , allow user search photo , video , gif document . ORG say feature allow user check search history . ORG allow history delete � clear � button . preview search available , eliminate need open individual search result view search result .",1
dewan share lose PERCENT PERCENT PERCENT value allegation financial mismanagement DATE DATE ORG DATE say ceo PERSON PERSON decide resign position immediate effect,3
"sign recession reason ORG � s dovish stance , say PERSON PERSON , analyst ORG . � leg recession fear positive NORP rupee see foreign flow . ORG cut rate upcoming monetary policy DATE , fiis flow come debt market . ORG let rupee � s appreciation continue point intervention aid export competitiveness , "" say . rupee support optimism GPE reach trade deal , impact brexit bad fear . , ORG ORG ORG say note DATE DATE , � unfortunately , factor firm � target remain usd / inr end DATE CARDINAL . """,3
"ORG replace candidate GPE GPE field PERSON PERSON , place PERSON PERSON . incidently , GPE court extend till DATE DATE interim protection PERSON arrest ORG minister PERSON PERSON ORG - maxis scam case file ORG ORG .",0
"PERSON vocal ORG policy prime minister PERSON PERSON - lead government DATE DATE . � veteran leader ORG keep ORG ORG ORG ' , hold meeting ... sidelining people start , "" PERSON say , accuse ORG current leadership sideline old guard . � asset treat negative attitude target ... - man - man army . promise fulfil . """,0
